segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels
SEG-02567,"Ahmedabad, India",Ward E,22.990609,72.491048,CAT-028,59.67,SRTM_1arc,Green,C,2.78,249.7,CurbInlet,ERA5,23.7,25,sparse_drainage
SEG-02568,"Riyadh, Saudi Arabia",Ward B,24.648565,46.682534,CAT-051,77.82,Copernicus_EEA-10_v5,Roads,B,4.27,19.9,GratedInlet,ERA5,12.7,2,monitor
SEG-02569,"Lima, Peru",Borough Riverside,-12.076966,-77.04633,CAT-174,121.72,Copernicus_GLO-90_v2022,Green,C,3.9,48.3,CurbInlet,LocalGauge,70.4,5,monitor
SEG-02570,"Rotterdam, Netherlands",Zone V,51.912746,4.50254,CAT-137,15.22,Copernicus_GLO-30_v2023,Commercial,B,8.16,81.8,OpenChannel,Blended,17.5,10,monitor
SEG-02571,"Shanghai, China",District 14,31.297324,121.566268,CAT-062,12.45,Copernicus_GLO-30_v2023,Commercial,B,8.47,36,CurbInlet,ERA5,37.3,2,monitor
SEG-02572,"Houston, USA",Sector 27,29.826518,-95.388756,CAT-001,21.14,SRTM_1arc,Mixed,B,4.71,107.6,CurbInlet,ERA5,51.5,5,monitor
SEG-02573,"Kuala Lumpur, Malaysia",District 2,3.280532,101.611167,CAT-012,43.46,Copernicus_EEA-10_v5,Roads,A,,322.5,None,IMD,77.2,10,monitor
SEG-02574,"Miami, USA",District 5,25.62422,-80.19132,CAT-033,9.29,Copernicus_EEA-10_v5,Roads,D,10.18,78.1,Manhole,IMD,49.8,5,monitor
SEG-02575,"Bogotá, Colombia",Sector 6,4.660869,-73.986775,CAT-157,-3,Copernicus_EEA-10_v5,Commercial,A,11.16,,GratedInlet,ERA5,71.2,25,low_lying
SEG-02576,"Istanbul, Türkiye",Sector 24,41.107831,29.02289,CAT-035,52.08,SRTM_1arc,Water,C,3.27,288.8,OpenChannel,ERA5,19.9,2,monitor
SEG-02577,"Kuala Lumpur, Malaysia",Zone IV,3.173099,101.692072,CAT-104,46.26,Copernicus_GLO-90_v2022,Industrial,B,10.44,60.3,CurbInlet,ERA5,44.6,5,monitor
SEG-02578,"Guangzhou, China",Sector 22,23.133669,113.406808,CAT-091,5.21,Copernicus_GLO-90_v2022,Water,C,4.87,470.2,OpenChannel,IMD,52.2,10,low_lying
SEG-02579,"Kuala Lumpur, Malaysia",Borough Old Town,3.155741,101.616431,CAT-036,52.42,Copernicus_EEA-10_v5,Commercial,,6.33,113.4,GratedInlet,IMD,64.2,50,monitor
SEG-02580,"Hyderabad, India",Borough South,17.26284,78.464424,CAT-158,3.7,SRTM_1arc,Residential,B,3.39,13.9,CurbInlet,ERA5,22.6,2,low_lying
SEG-02581,"Chennai, India",District 22,12.974622,80.332362,CAT-011,5.69,Copernicus_GLO-30_v2023,Commercial,D,8.31,144.4,GratedInlet,LocalGauge,57.6,50,low_lying
SEG-02582,"Amsterdam, Netherlands",Ward I,52.395008,4.904408,CAT-145,16.22,Copernicus_GLO-30_v2023,Informal,A,5.34,293.2,Manhole,ERA5,25.2,10,monitor
SEG-02583,"Shenzhen, China",Ward C,22.604524,114.012061,CAT-145,-3,SRTM_3arc,Roads,C,9.73,128.6,None,,41.2,50,low_lying
SEG-02584,"Jakarta, Indonesia",Sector 20,-6.090325,106.884313,CAT-029,1.69,SRTM_1arc,Commercial,C,7.16,100.7,GratedInlet,LocalGauge,57.9,5,low_lying
SEG-02585,"Lima, Peru",Borough Old Town,-11.985509,-77.206691,CAT-071,122.72,Copernicus_EEA-10_v5,Residential,C,6.75,224.8,OpenChannel,Blended,21,2,monitor
SEG-02586,"Karachi, Pakistan",Sector 10,24.921004,67.019498,CAT-119,116.82,SRTM_3arc,Industrial,C,6.64,178.8,GratedInlet,ERA5,15.6,5,monitor
SEG-02587,"Buenos Aires, Argentina",Ward A,-34.535689,-58.378269,CAT-039,66.46,Copernicus_EEA-10_v5,Residential,C,5.11,30.3,GratedInlet,ERA5,25.7,5,monitor
SEG-02588,"Delhi, India",Sector 28,28.63469,77.200871,CAT-018,81.44,Copernicus_GLO-90_v2022,Roads,A,8.07,32.5,OpenChannel,ERA5,16.6,5,monitor
SEG-02589,"Rotterdam, Netherlands",Borough Hillside,51.958438,4.561532,CAT-008,10.99,Copernicus_EEA-10_v5,Roads,B,,83.7,GratedInlet,LocalGauge,24.2,10,monitor
SEG-02590,"Riyadh, Saudi Arabia",Zone VIII,24.684718,46.64258,CAT-037,,Copernicus_GLO-30_v2023,Residential,,2.27,,OpenChannel,ERA5,12.3,2,sparse_drainage
SEG-02591,"Riyadh, Saudi Arabia",Zone IV,24.684982,46.696927,CAT-167,45.48,SRTM_1arc,Residential,C,4.82,387.8,OpenChannel,Blended,14.6,2,monitor
SEG-02592,"Hong Kong, China",Sector 11,22.283314,114.260761,CAT-156,1.07,Copernicus_GLO-90_v2022,Roads,D,6.44,88.6,GratedInlet,Blended,37.7,5,ponding_hotspot|low_lying
SEG-02593,"Amsterdam, Netherlands",District 11,52.30647,4.899011,CAT-103,-3,Copernicus_GLO-30_v2023,Residential,B,7.82,15.2,CurbInlet,IMD,51,25,low_lying
SEG-02594,"Barcelona, Spain",Borough Delta,41.394521,2.16947,CAT-077,-3,SRTM_1arc,Roads,D,8.89,64.8,OpenChannel,ERA5,31.8,5,ponding_hotspot|low_lying|event_2024-01-02
SEG-02595,"Durban, South Africa",Ward I,-29.820669,30.857434,CAT-119,63.6,Copernicus_GLO-30_v2023,Residential,,3.94,30.8,Manhole,LocalGauge,24.8,5,monitor
SEG-02596,"London, UK",Sector 25,51.31296,0.021673,CAT-091,80.87,Copernicus_EEA-10_v5,Commercial,A,7.45,119.2,GratedInlet,,25.7,50,monitor
SEG-02597,"Tehran, Iran",Ward A,35.693289,51.41302,CAT-131,197.13,Copernicus_EEA-10_v5,Institutional,C,4.69,160.9,Manhole,,45.4,50,monitor
SEG-02598,"Athens, Greece",Ward H,37.947578,23.700362,CAT-032,52.63,SRTM_1arc,Industrial,A,4.14,29.6,Manhole,ERA5,51,2,monitor
SEG-02599,"Copenhagen, Denmark",Ward F,55.577564,12.617808,CAT-136,44.44,SRTM_1arc,Institutional,B,3.73,275.5,OpenChannel,ERA5,26,2,monitor
SEG-02600,"Durban, South Africa",Sector 14,-29.883486,31.140795,CAT-021,20.7,SRTM_1arc,Commercial,C,10.75,35.5,GratedInlet,ERA5,21,2,monitor
SEG-02601,"Buenos Aires, Argentina",District 23,-34.761502,-58.472057,CAT-139,31.44,SRTM_1arc,Green,C,4.92,50.7,Manhole,ERA5,20.6,10,monitor
SEG-02602,"Amsterdam, Netherlands",Borough South,52.31245,4.942107,CAT-026,18.53,SRTM_1arc,Residential,B,,16.4,Manhole,Blended,17.4,10,monitor
SEG-02603,"Amsterdam, Netherlands",Borough Central,52.394605,4.833581,CAT-056,3.42,SRTM_1arc,Roads,A,,113.7,CurbInlet,IMD,32.5,5,low_lying
SEG-02604,"Brisbane, Australia",Zone VI,-27.347571,152.936834,CAT-147,30.64,SRTM_1arc,Water,C,,291.4,None,LocalGauge,72.7,25,monitor
SEG-02605,"Auckland, New Zealand",Ward K,-36.917317,174.765326,CAT-128,11.49,Copernicus_GLO-30_v2023,Residential,B,,12.2,CurbInlet,Blended,41.8,5,monitor
SEG-02606,"Bogotá, Colombia",Ward C,4.625226,-74.163526,CAT-095,121.47,Copernicus_EEA-10_v5,Commercial,A,8.53,76.1,CurbInlet,Blended,49.5,5,monitor
SEG-02607,"Mexico City, Mexico",Sector 20,19.367945,-99.056559,CAT-090,81.66,Copernicus_GLO-30_v2023,Institutional,,4.59,372.4,CurbInlet,ERA5,26.9,10,monitor
SEG-02608,"Durban, South Africa",Sector 19,-29.800973,31.009431,CAT-116,15.65,Copernicus_EEA-10_v5,Residential,D,7.47,34.2,Manhole,LocalGauge,42,50,monitor
SEG-02609,"Bangkok, Thailand",District 5,13.727426,100.465606,CAT-123,15.9,Copernicus_GLO-30_v2023,Residential,B,4.24,71.6,GratedInlet,Blended,73.5,50,monitor
SEG-02610,"San Francisco, USA",Ward E,37.835309,-122.274335,CAT-180,32.23,Copernicus_EEA-10_v5,Residential,B,3.78,152.6,None,ERA5,42.2,5,monitor
SEG-02611,"Shenzhen, China",Ward E,22.540064,114.110958,CAT-112,13.4,SRTM_1arc,Green,,6.23,233.5,GratedInlet,ERA5,78.4,50,monitor
SEG-02612,"Lima, Peru",Borough Old Town,-12.118258,-76.909295,CAT-153,5.35,SRTM_1arc,Roads,A,10.9,379.7,OpenChannel,ERA5,25.5,10,low_lying
SEG-02613,"Dhaka, Bangladesh",Sector 4,23.735428,90.439376,CAT-104,72.68,SRTM_3arc,Green,B,,342.1,OpenChannel,,102.5,50,extreme_rain_history
SEG-02614,"Delhi, India",Sector 6,28.449792,77.233059,CAT-035,-3,Copernicus_EEA-10_v5,Green,A,6.49,0.2,CurbInlet,ERA5,34.5,2,low_lying
SEG-02615,"Paris, France",Ward C,48.891295,2.295446,CAT-099,39.82,SRTM_3arc,Roads,A,11.38,129.2,OpenChannel,ERA5,20.4,10,monitor
SEG-02616,"Guangzhou, China",Sector 28,23.146377,113.298146,CAT-155,12.03,SRTM_3arc,Roads,C,5.21,0.7,GratedInlet,ERA5,50.3,2,monitor
SEG-02617,"Istanbul, Türkiye",Borough Old Town,41.09198,28.858191,CAT-093,3.28,SRTM_3arc,Commercial,,7.21,,OpenChannel,,19,10,low_lying
SEG-02618,"Amsterdam, Netherlands",Sector 2,52.288419,4.855197,CAT-127,12.04,SRTM_1arc,Roads,B,9.42,190.2,None,ERA5,22.3,5,monitor
SEG-02619,"Shenzhen, China",District 10,22.412053,114.128927,CAT-150,8.77,Copernicus_GLO-30_v2023,Roads,B,11.13,113.2,Manhole,,128.9,50,extreme_rain_history|event_2024-12-25
SEG-02620,"Singapore, Singapore",District 10,1.43764,103.676573,CAT-014,9.87,SRTM_1arc,Residential,B,8.91,46,CurbInlet,IMD,33,10,monitor
SEG-02621,"Hamburg, Germany",Zone I,53.691831,9.908086,CAT-177,128.84,Copernicus_GLO-90_v2022,Water,C,4.12,,OpenChannel,Blended,29.2,5,monitor
SEG-02622,"Taipei, Taiwan",Zone IX,25.143248,121.514926,CAT-138,30.49,Copernicus_GLO-30_v2023,Roads,C,,34.5,Manhole,ERA5,15.2,2,monitor
SEG-02623,"Shenzhen, China",Sector 24,22.511057,114.075417,CAT-159,5.92,SRTM_3arc,Industrial,,8.38,84.6,OpenChannel,IMD,46,2,low_lying
SEG-02624,"Doha, Qatar",Ward A,25.295852,51.608392,CAT-009,101.37,SRTM_1arc,Residential,C,5.5,3.4,OpenChannel,ERA5,6,10,monitor
SEG-02625,"Rome, Italy",Sector 30,41.952932,12.430834,CAT-084,86.12,SRTM_1arc,Residential,A,,36,CurbInlet,ERA5,23.1,10,monitor
SEG-02626,"Buenos Aires, Argentina",District 20,-34.63483,-58.257342,CAT-047,13.87,Copernicus_GLO-30_v2023,Roads,C,6.03,61.8,Manhole,IMD,33.6,5,monitor
SEG-02627,"Istanbul, Türkiye",Sector 21,41.014815,28.879246,CAT-154,100.96,SRTM_1arc,Commercial,A,6.16,45.6,Manhole,,68.9,10,monitor
SEG-02628,"Bengaluru, India",District 26,12.821584,77.658558,CAT-138,26.42,Copernicus_EEA-10_v5,Residential,C,6.35,165.2,OpenChannel,Blended,43.2,25,monitor
SEG-02629,"Brisbane, Australia",Zone IV,-27.492507,152.960777,CAT-026,52.73,Copernicus_EEA-10_v5,Green,C,2.93,91.3,CurbInlet,ERA5,41.9,5,sparse_drainage|event_2023-01-26
SEG-02630,"Shanghai, China",District 30,31.235145,121.444393,CAT-089,12,Copernicus_GLO-30_v2023,Residential,C,8.32,,CurbInlet,Blended,43.7,2,monitor
SEG-02631,"Colombo, Sri Lanka",District 26,7.006232,79.899184,CAT-063,-2.21,Copernicus_GLO-30_v2023,Green,A,7.45,106.2,CurbInlet,ERA5,40.8,10,low_lying
SEG-02632,"Kolkata, India",Borough Delta,22.599995,88.379854,CAT-003,109.25,Copernicus_EEA-10_v5,Industrial,D,5.61,83,Manhole,ERA5,41.9,10,monitor
SEG-02633,"Rotterdam, Netherlands",Borough Riverside,51.88751,4.499353,CAT-033,,SRTM_1arc,Industrial,C,5.75,,GratedInlet,ERA5,25.1,5,monitor
SEG-02634,"Cape Town, South Africa",Borough Harbor,-33.857148,18.30334,CAT-052,144.86,Copernicus_EEA-10_v5,Institutional,,6.06,275.5,GratedInlet,LocalGauge,32.9,2,monitor
SEG-02635,"Washington DC, USA",Borough Old Town,38.957521,-77.085592,CAT-176,36.85,SRTM_3arc,Green,,4.23,161.2,Manhole,ERA5,55.6,5,monitor
SEG-02636,"Rome, Italy",Ward G,41.782952,12.41866,CAT-017,11.53,SRTM_3arc,Roads,A,4.71,96.6,Manhole,IMD,32.5,25,monitor
SEG-02637,"Accra, Ghana",Borough Old Town,5.657619,-0.143676,CAT-056,18.12,Copernicus_GLO-90_v2022,Residential,C,6.56,41,CurbInlet,ERA5,45.3,5,monitor
SEG-02638,"Cape Town, South Africa",Zone VII,-34.007348,18.471165,CAT-152,4.43,Copernicus_GLO-30_v2023,Commercial,C,7.74,105.2,OpenChannel,ERA5,31.3,10,low_lying
SEG-02639,"Shenzhen, China",District 3,22.583007,114.082181,CAT-153,18.3,SRTM_1arc,Residential,C,5.66,5.9,Manhole,Blended,89.5,10,extreme_rain_history
SEG-02640,"Chennai, India",Borough Old Town,13.070055,80.25717,CAT-055,,SRTM_3arc,Roads,D,,232.7,Manhole,ERA5,49,5,monitor
SEG-02641,"Miami, USA",Borough Delta,25.86395,-80.226215,CAT-141,-2.17,Copernicus_GLO-30_v2023,Green,C,2.53,238.6,Manhole,Blended,47.3,25,ponding_hotspot|low_lying|sparse_drainage
SEG-02642,"Lagos, Nigeria",Borough Central,6.484093,3.40679,CAT-046,6.27,Copernicus_EEA-10_v5,Industrial,B,,14.7,Manhole,,41.2,5,low_lying
SEG-02643,"Barcelona, Spain",District 26,41.304475,2.080163,CAT-113,3.06,SRTM_1arc,Residential,D,5,53.8,GratedInlet,Blended,13.1,2,low_lying|event_2022-10-14
SEG-02644,"Rotterdam, Netherlands",Sector 14,51.972476,4.515549,CAT-021,29.84,Copernicus_GLO-30_v2023,Roads,B,7.51,44.3,CurbInlet,ERA5,59,10,monitor
SEG-02645,"Vancouver, Canada",Sector 27,49.344737,-123.154961,CAT-113,0.02,SRTM_1arc,Residential,C,5.05,6.7,CurbInlet,ERA5,20.6,2,low_lying
SEG-02646,"Montreal, Canada",Borough Central,45.516611,-73.511508,CAT-137,62.54,Copernicus_EEA-10_v5,Water,C,3.06,171.9,CurbInlet,ERA5,25.5,2,monitor
SEG-02647,"Miami, USA",District 21,25.913739,-80.167059,CAT-121,29.98,SRTM_1arc,Residential,C,6.59,34.2,GratedInlet,Blended,42.2,2,monitor
SEG-02648,"Mexico City, Mexico",District 28,19.460307,-99.055728,CAT-162,18.88,Copernicus_GLO-90_v2022,Roads,D,7.83,116.7,CurbInlet,ERA5,41.2,25,monitor
SEG-02649,"Bangkok, Thailand",Ward D,13.767741,100.511072,CAT-012,21.13,SRTM_3arc,Residential,D,5.84,483.5,None,LocalGauge,39,5,monitor
SEG-02650,"San Francisco, USA",Ward I,37.840868,-122.301488,CAT-002,108.91,SRTM_3arc,Commercial,D,6.78,143.4,OpenChannel,LocalGauge,38.3,10,monitor
SEG-02651,"Lagos, Nigeria",Zone IV,6.495519,3.420541,CAT-087,7.15,Copernicus_GLO-30_v2023,Residential,B,2.59,98.4,Manhole,ERA5,61.5,10,low_lying|sparse_drainage
SEG-02652,"Seoul, South Korea",Ward A,37.488973,126.980101,CAT-070,29.57,SRTM_1arc,Institutional,A,3.53,139,Manhole,LocalGauge,55.8,10,monitor
SEG-02653,"Auckland, New Zealand",Sector 28,-36.999038,174.733442,CAT-041,53.89,Copernicus_GLO-30_v2023,Roads,C,4.47,20.8,GratedInlet,Blended,22.2,25,monitor
SEG-02654,"Colombo, Sri Lanka",Borough Hillside,7.025741,79.839333,CAT-136,10.38,Copernicus_GLO-30_v2023,Residential,C,6.49,290.5,OpenChannel,ERA5,56.1,10,monitor
SEG-02655,"Amsterdam, Netherlands",Borough Riverside,52.425484,4.99957,CAT-059,7.07,Copernicus_GLO-30_v2023,Residential,B,6.98,27.9,CurbInlet,ERA5,44.7,25,low_lying
SEG-02656,"Bangkok, Thailand",Sector 8,13.626737,100.457518,CAT-104,7.9,Copernicus_GLO-90_v2022,Commercial,C,9.79,364.2,OpenChannel,LocalGauge,79.9,25,low_lying
SEG-02657,"Bengaluru, India",Zone VI,13.055874,77.554444,CAT-173,49.62,SRTM_3arc,Residential,B,2.47,9.5,OpenChannel,IMD,34.8,2,sparse_drainage
SEG-02658,"Barcelona, Spain",Zone VI,41.364021,2.26098,CAT-044,26.4,SRTM_3arc,Roads,,7.14,178.3,None,Blended,22.3,2,monitor
SEG-02659,"Hong Kong, China",Sector 12,22.26686,113.996481,CAT-038,6.91,SRTM_1arc,Institutional,B,2.36,226.4,Manhole,ERA5,87.6,100,extreme_rain_history|low_lying|sparse_drainage|event_2022-09-19
SEG-02660,"Doha, Qatar",Borough Riverside,25.320744,51.465709,CAT-176,-3,Copernicus_GLO-30_v2023,Roads,B,6.13,177.6,OpenChannel,IMD,15.7,10,low_lying
SEG-02661,"Pune, India",Sector 29,18.518178,73.881578,CAT-148,27.82,Copernicus_GLO-30_v2023,Roads,,9.99,41.6,Manhole,ERA5,40.4,10,monitor
SEG-02662,"Manila, Philippines",District 22,14.638254,120.953149,CAT-061,-3,SRTM_1arc,Roads,D,4.47,4.7,OpenChannel,Blended,73.9,25,ponding_hotspot|low_lying|event_2025-01-13
SEG-02663,"Pune, India",Sector 19,18.647156,73.958068,CAT-047,-3,Copernicus_EEA-10_v5,Residential,A,8.59,83.1,GratedInlet,ERA5,20.8,5,low_lying
SEG-02664,"Auckland, New Zealand",Borough Central,-36.771473,174.810434,CAT-040,27.11,SRTM_1arc,Roads,D,4.58,37.7,None,Blended,65,25,monitor
SEG-02665,"Riyadh, Saudi Arabia",Sector 2,24.730213,46.653331,CAT-095,,SRTM_3arc,Commercial,B,8.74,45.4,CurbInlet,IMD,20.8,2,monitor
SEG-02666,"Philadelphia, USA",District 6,39.958243,-75.300662,CAT-152,,SRTM_3arc,Water,B,1.71,141.6,CurbInlet,,94.4,2,extreme_rain_history|sparse_drainage
SEG-02667,"Montreal, Canada",Sector 26,45.489699,-73.612189,CAT-074,,Copernicus_GLO-30_v2023,Roads,D,,66.5,CurbInlet,ERA5,16.9,2,monitor
SEG-02668,"Bengaluru, India",Borough Delta,12.993341,77.487358,CAT-019,34.1,Copernicus_GLO-30_v2023,Residential,C,4.94,244.8,OpenChannel,,26,10,monitor
SEG-02669,"Cape Town, South Africa",Zone IV,-33.990174,18.403514,CAT-157,150.04,SRTM_1arc,Institutional,B,2.92,109.7,GratedInlet,ERA5,26.8,10,sparse_drainage
SEG-02670,"Kolkata, India",Ward E,22.507044,88.48174,CAT-042,71.61,SRTM_1arc,Green,C,5.12,39.5,OpenChannel,ERA5,41.3,2,monitor
SEG-02671,"Jakarta, Indonesia",Ward K,-6.264756,106.763907,CAT-059,19.29,SRTM_3arc,Commercial,C,9.32,50,Manhole,LocalGauge,60.9,5,monitor
SEG-02672,"Osaka, Japan",Zone II,34.799928,135.490743,CAT-038,-3,Copernicus_GLO-30_v2023,Commercial,B,9.9,171.8,CurbInlet,ERA5,35.6,2,low_lying
SEG-02673,"Osaka, Japan",Zone VI,34.649943,135.523736,CAT-121,77.44,Copernicus_GLO-30_v2023,Residential,B,6.23,110.2,GratedInlet,ERA5,41.7,10,monitor
SEG-02674,"Ahmedabad, India",Borough South,23.111183,72.678808,CAT-033,36.77,Copernicus_GLO-30_v2023,Residential,C,3.49,162.7,CurbInlet,ERA5,86.6,25,extreme_rain_history
SEG-02675,"Doha, Qatar",Borough Old Town,25.299325,51.421001,CAT-016,30.23,Copernicus_GLO-30_v2023,Residential,D,7.45,156.9,OpenChannel,ERA5,15.5,5,monitor
SEG-02676,"Durban, South Africa",Zone I,-29.91297,30.905271,CAT-039,27.63,Copernicus_EEA-10_v5,Water,D,2.61,211.4,GratedInlet,IMD,20.3,5,sparse_drainage
SEG-02677,"Osaka, Japan",Sector 3,34.653574,135.499013,CAT-001,38.52,Copernicus_GLO-30_v2023,Residential,,7.47,153.1,CurbInlet,ERA5,34,10,monitor
SEG-02678,"London, UK",Ward C,51.456889,-0.048433,CAT-059,74.91,SRTM_3arc,Industrial,C,6.63,144.7,OpenChannel,ERA5,25.4,2,monitor
SEG-02679,"Chennai, India",Zone VI,13.119467,80.17096,CAT-011,10.06,Copernicus_GLO-90_v2022,Residential,B,5.73,,OpenChannel,ERA5,41.2,10,monitor
SEG-02680,"Miami, USA",Sector 8,25.775503,-80.182001,CAT-167,-3,Copernicus_GLO-30_v2023,Green,D,3.85,132.2,GratedInlet,Blended,59.9,10,ponding_hotspot|low_lying
SEG-02681,"Brisbane, Australia",Ward A,-27.439677,153.04085,CAT-014,82.94,Copernicus_GLO-30_v2023,Residential,C,3.65,55.7,Manhole,ERA5,18.7,2,monitor
SEG-02682,"Taipei, Taiwan",Sector 6,25.032768,121.597906,CAT-177,95.42,Copernicus_GLO-30_v2023,Commercial,A,8.45,68.4,Manhole,ERA5,85.8,10,extreme_rain_history
SEG-02683,"Mumbai, India",Zone I,19.022912,72.815062,CAT-025,-1.53,Copernicus_GLO-30_v2023,Green,D,5.33,111.7,GratedInlet,LocalGauge,92.7,25,ponding_hotspot|extreme_rain_history|low_lying|event_2022-06-10
SEG-02684,"Athens, Greece",Zone VII,38.135831,23.705049,CAT-002,42.23,Copernicus_GLO-30_v2023,Commercial,D,7.49,114.1,CurbInlet,,53.8,5,monitor
SEG-02685,"Copenhagen, Denmark",Borough East,55.59184,12.492286,CAT-068,7.26,Copernicus_EEA-10_v5,Commercial,D,10.84,166,GratedInlet,ERA5,41.8,100,low_lying
SEG-02686,"Osaka, Japan",Zone V,34.816857,135.494918,CAT-151,33.37,SRTM_3arc,Residential,C,4.6,,OpenChannel,ERA5,28.8,2,monitor
SEG-02687,"Guangzhou, China",Sector 14,23.03044,113.258364,CAT-090,12.51,Copernicus_GLO-30_v2023,Commercial,C,4.32,82.7,CurbInlet,IMD,62.2,50,monitor
SEG-02688,"Karachi, Pakistan",Zone X,24.818948,66.893397,CAT-040,33.37,SRTM_3arc,Roads,C,8.69,,OpenChannel,ERA5,19.8,25,monitor
SEG-02689,"Tokyo, Japan",Zone III,35.650066,139.653337,CAT-012,116.88,SRTM_1arc,Residential,,5.43,0.9,CurbInlet,Blended,23.4,10,monitor
SEG-02690,"Buenos Aires, Argentina",District 23,-34.67211,-58.323738,CAT-163,-3,Copernicus_GLO-30_v2023,Informal,B,4.41,85.8,Manhole,ERA5,14.4,5,low_lying
SEG-02691,"Dhaka, Bangladesh",Zone VII,23.918204,90.541913,CAT-001,31.39,SRTM_1arc,Institutional,B,3.5,98.7,GratedInlet,ERA5,77.7,100,monitor
SEG-02692,"Buenos Aires, Argentina",Borough East,-34.670257,-58.518195,CAT-092,51.13,Copernicus_GLO-30_v2023,Industrial,A,10.4,130.6,OpenChannel,LocalGauge,52.6,10,monitor
SEG-02693,"Sydney, Australia",Borough West,-33.719456,151.278723,CAT-150,9.92,SRTM_3arc,Institutional,B,3.92,188.3,Manhole,Blended,30.7,10,monitor
SEG-02694,"Rio de Janeiro, Brazil",Zone III,-22.863284,-43.226064,CAT-031,11.04,SRTM_1arc,Industrial,,7.11,18.7,CurbInlet,Blended,45.4,25,monitor
SEG-02695,"Paris, France",Borough Harbor,48.852955,2.417307,CAT-131,118.26,Copernicus_EEA-10_v5,Institutional,C,6.19,256.7,Manhole,IMD,34.8,2,monitor
SEG-02696,"Delhi, India",District 9,28.568189,77.292327,CAT-123,66.95,SRTM_1arc,Residential,B,6.01,100,Manhole,LocalGauge,21.9,10,monitor
SEG-02697,"Mexico City, Mexico",Zone VI,19.394322,-99.158494,CAT-150,50.09,Copernicus_GLO-30_v2023,Green,D,4.25,211.1,Manhole,ERA5,54.9,25,monitor
SEG-02698,"Copenhagen, Denmark",Borough Central,55.725958,12.631151,CAT-043,78.6,Copernicus_GLO-30_v2023,Water,B,2.66,,Manhole,ERA5,44.4,10,sparse_drainage
SEG-02699,"Osaka, Japan",Borough Riverside,34.737155,135.482309,CAT-160,,Copernicus_GLO-90_v2022,Commercial,C,5.55,113,CurbInlet,ERA5,16.8,50,monitor
SEG-02700,"Kuala Lumpur, Malaysia",Ward C,2.999628,101.6485,CAT-055,31.37,SRTM_1arc,Commercial,D,6.18,,CurbInlet,Blended,80.1,25,extreme_rain_history
SEG-02701,"Copenhagen, Denmark",Ward B,55.613245,12.569616,CAT-099,45.39,Copernicus_GLO-30_v2023,Mixed,B,,67.7,Manhole,IMD,10.3,2,monitor
SEG-02702,"Tokyo, Japan",Ward F,35.720696,139.649669,CAT-177,63.68,SRTM_1arc,Roads,C,8.92,8.4,GratedInlet,ERA5,34.1,10,monitor
SEG-02703,"Ho Chi Minh City, Vietnam",District 15,10.931769,106.519908,CAT-153,28.59,Copernicus_GLO-30_v2023,Residential,,7.04,3.7,GratedInlet,,26.3,100,monitor
SEG-02704,"Colombo, Sri Lanka",Zone IX,7.054557,79.830878,CAT-079,11.95,SRTM_3arc,Industrial,C,10.35,493.3,OpenChannel,IMD,39,5,monitor
SEG-02705,"Buenos Aires, Argentina",Zone V,-34.626247,-58.399964,CAT-006,-3,SRTM_3arc,Residential,D,5.4,51,CurbInlet,Blended,24.4,10,ponding_hotspot|low_lying
SEG-02706,"Ahmedabad, India",Zone I,23.127854,72.576656,CAT-161,,Copernicus_GLO-30_v2023,Green,C,6.84,299.1,CurbInlet,ERA5,21.4,100,monitor
SEG-02707,"Durban, South Africa",Borough Delta,-29.924032,31.014291,CAT-145,57.71,Copernicus_GLO-30_v2023,Residential,B,2.62,90.2,Manhole,ERA5,15.9,2,sparse_drainage
SEG-02708,"Hamburg, Germany",Sector 28,53.592178,9.957154,CAT-022,38.11,SRTM_3arc,Green,C,1.57,297.9,Manhole,,26.1,5,sparse_drainage
SEG-02709,"Manila, Philippines",Zone VI,14.690519,120.901384,CAT-100,-3,Copernicus_GLO-90_v2022,Residential,D,4.63,106.8,CurbInlet,ERA5,59.4,5,ponding_hotspot|low_lying
SEG-02710,"Sydney, Australia",Sector 17,-33.806806,151.172858,CAT-061,26.38,Copernicus_GLO-30_v2023,Institutional,C,6.61,195.2,CurbInlet,ERA5,39.2,2,monitor
SEG-02711,"Cape Town, South Africa",Zone II,-33.872106,18.3264,CAT-135,5.18,SRTM_3arc,Residential,C,2.84,42.2,CurbInlet,Blended,45,10,low_lying|sparse_drainage
SEG-02712,"Rio de Janeiro, Brazil",Ward D,-22.951122,-43.260847,CAT-035,11.34,SRTM_1arc,Mixed,B,6.11,96.3,CurbInlet,ERA5,55.9,10,monitor
SEG-02713,"Bangkok, Thailand",Borough North,13.692472,100.572227,CAT-069,10.36,SRTM_3arc,Industrial,B,8.83,102.7,Manhole,LocalGauge,46.4,10,monitor
SEG-02714,"Sydney, Australia",Zone IX,-33.827183,151.067937,CAT-157,12.7,Copernicus_GLO-30_v2023,Commercial,C,6.12,105.2,GratedInlet,LocalGauge,30.5,5,monitor
SEG-02715,"Athens, Greece",Ward A,37.916644,23.724819,CAT-160,58.01,Copernicus_GLO-90_v2022,Commercial,,8.31,159.3,GratedInlet,ERA5,57.1,10,monitor
